chapter_id,chapter_name,section_id,section_name,req_id,req_description,level1,level2,level3,cwe,nist
V8,Autorização,V8.4,Outras Considerações sobre Autorização,V8.4.2,"Verifique se o acesso a interfaces administrativas incorpora várias camadas de segurança, incluindo a verificação contínua da identidade do consumidor, avaliação da postura de segurança do dispositivo e análise de risco contextual, garantindo que a localização da rede ou endpoints confiáveis não sejam os únicos fatores para a autorização, embora possam reduzir a probabilidade de acesso não autorizado.",,,✓,,
V9,Tokens Autocontidos (Self-contained Tokens),V9.1,Origem e Integridade do Token,V9.1.1,Verifique se os tokens autocontidos são validados usando sua assinatura digital ou MAC para proteger contra adulteração antes de aceitar o conteúdo do token.,✓,✓,✓,,
V9,Tokens Autocontidos (Self-contained Tokens),V9.1,Origem e Integridade do Token,V9.1.2,"Verifique se apenas algoritmos em uma lista de permissões (allowlist) podem ser usados para criar e verificar tokens autocontidos para um determinado contexto. A lista de permissões deve incluir os algoritmos permitidos, idealmente apenas algoritmos simétricos ou assimétricos, e não deve incluir o algoritmo 'None'. Se ambos, simétricos e assimétricos, precisarem ser suportados, controles adicionais serão necessários para evitar a confusão de chaves (key confusion).",✓,✓,✓,,
V9,Tokens Autocontidos (Self-contained Tokens),V9.1,Origem e Integridade do Token,V9.1.3,"Verifique se o material criptográfico (key material) que é usado para validar tokens autocontidos vem de fontes confiáveis pré-configuradas para o emissor do token, evitando que atacantes especifiquem fontes e chaves não confiáveis. Para JWTs e outras estruturas JWS, cabeçalhos como 'jku', 'x5u' e 'jwk' devem ser validados contra uma lista de permissões de fontes confiáveis.",✓,✓,✓,,
V9,Tokens Autocontidos (Self-contained Tokens),V9.2,Conteúdo do Token,V9.2.1,"Verifique se, caso haja um intervalo de tempo de validade presente nos dados do token, o token e seu conteúdo sejam aceitos apenas se o tempo de verificação estiver dentro deste intervalo de tempo de validade. Por exemplo, para JWTs, as claims 'nbf' e 'exp' devem ser verificadas.",✓,✓,✓,,
V9,Tokens Autocontidos (Self-contained Tokens),V9.2,Conteúdo do Token,V9.2.2,"Verifique se o serviço que recebe um token valida que o token seja do tipo correto e tenha o propósito pretendido antes de aceitar os conteúdos do token. Por exemplo, apenas tokens de acesso (access tokens) podem ser aceitos para decisões de autorização e apenas ID Tokens podem ser usados para provar a autenticação do usuário.",,✓,✓,,
V9,Tokens Autocontidos (Self-contained Tokens),V9.2,Conteúdo do Token,V9.2.3,"Verifique se o serviço apenas aceita tokens que são destinados ao uso com esse serviço (audiência). Para JWTs, isso pode ser alcançado validando a claim 'aud' em relação a uma lista de permissões definida no serviço.",,✓,✓,,
V9,Tokens Autocontidos (Self-contained Tokens),V9.2,Conteúdo do Token,V9.2.4,"Verifique se, caso um emissor de token use a mesma chave privada para emitir tokens para públicos diferentes, os tokens emitidos contenham uma restrição de audiência (audience restriction) que identifique unicamente as audiências pretendidas. Isso evitará que um token seja reutilizado com um público não intencional. Se o identificador de audiência for provisionado dinamicamente, o emissor do token deverá validar essas audiências para garantir que não resultem em falsificação de audiência (audience impersonation).",,✓,✓,,
V10,OAuth e OIDC,V10.1,Segurança Genérica de OAuth e OIDC,V10.1.1,"Verifique se os tokens são enviados apenas aos componentes que estritamente necessitam deles. Por exemplo, ao usar o padrão backend-for-frontend para aplicações JavaScript baseadas no navegador, os tokens de acesso e de atualização devem estar acessíveis apenas para o backend.",,✓,✓,,
V10,OAuth e OIDC,V10.1,Segurança Genérica de OAuth e OIDC,V10.1.2,"Verifique se o cliente apenas aceita valores do servidor de autorização (como o authorization code ou ID Token) se esses valores resultarem de um fluxo de autorização que foi iniciado pela mesma sessão do user agent e transação. Isso exige que segredos gerados pelo cliente, como o 'code_verifier' do proof key for code exchange (PKCE), o 'state' ou o 'nonce' do OIDC, não sejam adivinháveis, sejam específicos para a transação e estejam vinculados de forma segura tanto ao cliente quanto à sessão do user agent na qual a transação foi iniciada.",,✓,✓,,
V10,OAuth e OIDC,V10.2,Cliente OAuth,V10.2.1,"Verifique se, caso o code flow seja usado, o cliente OAuth tem proteção contra ataques de falsificação de requisição baseados em navegador, comumente conhecidos como falsificação de requisição entre sites (Cross-Site Request Forgery - CSRF), que disparam solicitações de token, seja usando a funcionalidade proof key for code exchange (PKCE) ou verificando o parâmetro 'state' que foi enviado na solicitação de autorização.",,✓,✓,,
V10,OAuth e OIDC,V10.2,Cliente OAuth,V10.2.2,"Verifique se, caso o cliente OAuth possa interagir com mais de um servidor de autorização, ele possui uma defesa contra ataques de confusão (mix-up attacks). Por exemplo, ele pode exigir que o servidor de autorização retorne o valor do parâmetro 'iss' e validá-lo na resposta de autorização e na resposta de token.",,✓,✓,,
V10,OAuth e OIDC,V10.2,Cliente OAuth,V10.2.3,Verifique se o cliente OAuth solicita apenas os escopos (ou outros parâmetros de autorização) necessários nas solicitações ao servidor de autorização.,,,✓,,
V10,OAuth e OIDC,V10.3,Servidor de Recursos OAuth,V10.3.1,"Verifique se o servidor de recursos aceita apenas tokens de acesso que são destinados para uso com aquele serviço (audiência). A audiência (audience) pode ser incluída em um token de acesso estruturado (como a claim 'aud' no JWT), ou pode ser verificada usando o endpoint de introspecção do token.",,✓,✓,,
V10,OAuth e OIDC,V10.3,Servidor de Recursos OAuth,V10.3.2,"Verifique se o servidor de recursos impõe decisões de autorização baseadas em claims do token de acesso que definem a autorização delegada. Se claims como 'sub', 'scope' e 'authorization_details' estiverem presentes, eles devem fazer parte da decisão.",,✓,✓,,
V10,OAuth e OIDC,V10.3,Servidor de Recursos OAuth,V10.3.3,"Verifique se, caso uma decisão de controle de acesso exija a identificação de um usuário único a partir de um token de acesso (JWT ou resposta de introspecção de token relacionada), o servidor de recursos identifica o usuário a partir de claims que não possam ser reatribuídas a outros usuários. Normalmente, isso significa usar uma combinação das claims 'iss' e 'sub'.",,✓,✓,,
V10,OAuth e OIDC,V10.3,Servidor de Recursos OAuth,V10.3.4,"Verifique se, caso o servidor de recursos exija força, métodos ou atualidade de autenticação específicos, ele verifica se o token de acesso apresentado satisfaz essas restrições. Por exemplo, se presentes, usando as claims OIDC 'acr', 'amr' e 'auth_time', respectivamente.",,✓,✓,,
V10,OAuth e OIDC,V10.3,Servidor de Recursos OAuth,V10.3.5,"Verifique se o servidor de recursos impede o uso de tokens de acesso roubados ou a repetição (replay) de tokens de acesso (de partes não autorizadas) exigindo tokens de acesso restritos ao remetente (sender-constrained access tokens), seja via Mutual TLS para OAuth 2 ou OAuth 2 Demonstration of Proof of Possession (DPoP).",,,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.1,"Verifique se o servidor de autorização valida as URIs de redirecionamento (redirect URIs) com base em uma lista de permissões específica do cliente contendo URIs pré-registradas, usando comparação exata de strings.",✓,✓,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.2,"Verifique se, caso o servidor de autorização retorne o código de autorização (authorization code) na resposta de autorização, este possa ser usado apenas uma vez para uma solicitação de token. Para a segunda solicitação válida com um código de autorização que já foi usado para emitir um token de acesso, o servidor de autorização deve rejeitar a solicitação de token e revogar quaisquer tokens emitidos relacionados ao código de autorização.",✓,✓,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.3,Verifique se o código de autorização tem vida útil curta. A vida útil máxima pode ser de até 10 minutos para aplicações L1 e L2 e de até 1 minuto para aplicações L3.,✓,✓,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.4,"Verifique se, para um determinado cliente, o servidor de autorização permite apenas o uso de tipos de concessão (grants) que este cliente precisa utilizar. Note que os grants 'token' (Implicit flow) e 'password' (Resource Owner Password Credentials flow) não devem mais ser usados.",✓,✓,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.5,"Verifique se o servidor de autorização mitiga os ataques de replay de token de atualização (refresh token) para clientes públicos, preferencialmente usando tokens de atualização restritos ao remetente (sender-constrained), ou seja, Demonstrating Proof of Possession (DPoP) ou Tokens de Acesso Vinculados a Certificado usando mutual TLS (mTLS). Para aplicações L1 e L2, a rotação de token de atualização (refresh token rotation) pode ser usada. Se a rotação de token de atualização for usada, o servidor de autorização deve invalidar o token de atualização após o uso e revogar todos os tokens de atualização para aquela autorização se um token de atualização já usado e invalidado for fornecido.",✓,✓,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.6,"Verifique se, caso o grant do tipo 'code' seja usado, o servidor de autorização mitiga os ataques de interceptação do código de autorização exigindo o proof key for code exchange (PKCE). Para solicitações de autorização, o servidor de autorização deve exigir um valor 'code_challenge' válido e não deve aceitar o valor 'code_challenge_method' como 'plain'. Para uma solicitação de token, ele deve exigir a validação do parâmetro 'code_verifier'.",,✓,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.7,"Verifique se, caso o servidor de autorização suporte registro dinâmico de cliente não autenticado (unauthenticated dynamic client registration), ele mitiga o risco de aplicações clientes maliciosas. Ele deve validar os metadados do cliente, como quaisquer URIs registradas, garantir o consentimento do usuário e avisar o usuário antes de processar uma solicitação de autorização com uma aplicação cliente não confiável.",,✓,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.8,"Verifique se os tokens de atualização possuem uma expiração absoluta, inclusive se a expiração contínua (sliding expiration) de token de atualização for aplicada.",,✓,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.9,"Verifique se os tokens de atualização e os tokens de acesso de referência podem ser revogados por um usuário autorizado usando a interface do usuário do servidor de autorização, para mitigar o risco de clientes maliciosos ou tokens roubados.",,✓,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.10,"Verifique se o cliente confidencial é autenticado para as solicitações backchannel entre o cliente e o servidor de autorização, como solicitações de token, solicitações de autorização enviadas por push (PAR) e solicitações de revogação de token.",,✓,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.11,Verifique se a configuração do servidor de autorização atribui apenas os escopos (scopes) necessários ao cliente OAuth.,,✓,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.12,"Verifique se, para um determinado cliente, o servidor de autorização permite apenas o valor de 'response_mode' que este cliente precisa utilizar. Por exemplo, fazendo com que o servidor de autorização valide esse valor em relação aos valores esperados ou usando solicitações de autorização enviadas por push (PAR) ou JWT-secured Authorization Request (JAR).",,,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.13,Verifique se o grant type 'code' é sempre usado em conjunto com as pushed authorization requests (PAR).,,,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.14,"Verifique se o servidor de autorização emite apenas tokens de acesso restritos ao remetente (sender-constrained - Proof-of-Possession), seja com tokens de acesso vinculados a certificados usando mutual TLS (mTLS) ou tokens de acesso vinculados a DPoP (Demonstration of Proof of Possession).",,,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.15,"Verifique se, para um cliente no lado do servidor (server-side, que não é executado no dispositivo do usuário final), o servidor de autorização garante que o valor do parâmetro 'authorization_details' provenha do backend do cliente e que o usuário não o tenha adulterado. Por exemplo, exigindo o uso de uma pushed authorization request (PAR) ou JWT-secured Authorization Request (JAR).",,,✓,,
V10,OAuth e OIDC,V10.4,Servidor de Autorização OAuth,V10.4.16,"Verifique se o cliente é confidencial e o servidor de autorização exige o uso de métodos de autenticação de cliente fortes (baseados em criptografia de chave pública e resistentes a ataques de replay), como mutual TLS ('tls_client_auth', 'self_signed_tls_client_auth') ou JWT de chave privada ('private_key_jwt').",,,✓,,
V10,OAuth e OIDC,V10.5,Cliente OIDC,V10.5.1,"Verifique se o cliente (como Relying Party) mitiga os ataques de replay do ID Token. Por exemplo, garantindo que a claim 'nonce' no ID Token corresponda ao valor 'nonce' enviado na solicitação de autenticação para o Provedor OpenID (no OAuth2 referido como a solicitação de autorização enviada ao servidor de autorização).",,✓,✓,,
V10,OAuth e OIDC,V10.5,Cliente OIDC,V10.5.2,"Verifique se o cliente identifica o usuário de forma única a partir das claims do ID Token, geralmente a claim 'sub', a qual não pode ser reatribuída a outros usuários (no escopo de um provedor de identidade).",,✓,✓,,
V10,OAuth e OIDC,V10.5,Cliente OIDC,V10.5.3,Verifique se o cliente rejeita as tentativas de um servidor de autorização malicioso de se passar por outro servidor de autorização através de metadados do servidor de autorização. O cliente deve rejeitar os metadados do servidor de autorização se o URL do emissor (issuer) nos metadados do servidor de autorização não corresponder exatamente ao URL do emissor pré-configurado esperado pelo cliente.,,✓,✓,,
V10,OAuth e OIDC,V10.5,Cliente OIDC,V10.5.4,"Verifique se o cliente valida se o ID Token tem a intenção de ser usado para aquele cliente (audiência), verificando se a claim 'aud' do token é igual ao valor 'client_id' para o cliente.",,✓,✓,,
V10,OAuth e OIDC,V10.5,Cliente OIDC,V10.5.5,"Verifique se, ao usar o logout back-channel do OIDC, a Relying Party mitiga a negação de serviço através de logout forçado e confusão cruzada de JWT (cross-JWT confusion) no fluxo de logout. O cliente deve verificar se o token de logout está digitado corretamente com um valor de 'logout+jwt', se contém a claim 'event' com o nome de membro correto e se não contém uma claim 'nonce'. Note que também é recomendado ter uma expiração curta (por exemplo, 2 minutos).",,✓,✓,,
V10,OAuth e OIDC,V10.6,Provedor OpenID,V10.6.1,"Verifique se o Provedor OpenID permite apenas os valores 'code', 'ciba', 'id_token' ou 'id_token code' para o modo de resposta (response mode). Note que 'code' é preferível a 'id_token code' (o fluxo Híbrido OIDC) e 'token' (qualquer fluxo Implícito) não deve ser usado.",,✓,✓,,
V10,OAuth e OIDC,V10.6,Provedor OpenID,V10.6.2,"Verifique se o Provedor OpenID mitiga a negação de serviço através de logout forçado. Obtendo a confirmação explícita do usuário final ou, se presente, validando os parâmetros na solicitação de logout (iniciada pela Relying Party), como o 'id_token_hint'.",,✓,✓,,
V10,OAuth e OIDC,V10.7,Gerenciamento de Consentimento,V10.7.1,"Verifique se o servidor de autorização garante que o usuário consente com cada solicitação de autorização. Se a identidade do cliente não puder ser assegurada, o servidor de autorização deve sempre solicitar explicitamente o consentimento do usuário.",,✓,✓,,
V10,OAuth e OIDC,V10.7,Gerenciamento de Consentimento,V10.7.2,"Verifique se, quando o servidor de autorização solicita o consentimento do usuário, ele apresenta informações suficientes e claras sobre ao que se está consentindo. Quando aplicável, isso deve incluir a natureza das autorizações solicitadas (geralmente com base no escopo, servidor de recursos, detalhes de autorização do Rich Authorization Requests - RAR), a identidade da aplicação autorizada e a vida útil dessas autorizações.",,✓,✓,,
V10,OAuth e OIDC,V10.7,Gerenciamento de Consentimento,V10.7.3,"Verifique se o usuário pode revisar, modificar e revogar os consentimentos que o usuário concedeu através do servidor de autorização.",,✓,✓,,
V11,Criptografia,V11.1,Inventário e Documentação Criptográfica,V11.1.1,"Verifique se há uma política documentada para o gerenciamento de chaves criptográficas e um ciclo de vida da chave criptográfica que siga um padrão de gerenciamento de chaves como o NIST SP 800-57. Isso deve incluir a garantia de que as chaves não sejam supercompartilhadas (overshared) (por exemplo, com mais de duas entidades para segredos compartilhados e mais de uma entidade para chaves privadas).",,✓,✓,,
V11,Criptografia,V11.1,Inventário e Documentação Criptográfica,V11.1.2,"Verifique se um inventário criptográfico é realizado, mantido, atualizado regularmente e se inclui todas as chaves criptográficas, algoritmos e certificados usados pela aplicação. Ele também deve documentar onde as chaves podem ou não ser usadas no sistema e os tipos de dados que podem ou não ser protegidos usando as chaves.",,✓,✓,,
V11,Criptografia,V11.1,Inventário e Documentação Criptográfica,V11.1.3,"Verifique se mecanismos de descoberta criptográfica são empregados para identificar todas as instâncias de criptografia no sistema, incluindo operações de criptografia, hashing e assinatura.",,,✓,,
V11,Criptografia,V11.1,Inventário e Documentação Criptográfica,V11.1.4,"Verifique se um inventário criptográfico é mantido. Ele deve incluir um plano documentado que descreve o caminho de migração para os novos padrões de criptografia, como a criptografia pós-quântica, a fim de reagir a ameaças futuras.",,,✓,,
V11,Criptografia,V11.2,Implementação Segura de Criptografia,V11.2.1,Verifique se implementações validadas pela indústria (incluindo bibliotecas e implementações aceleradas por hardware) são usadas para operações criptográficas.,,✓,✓,,
V11,Criptografia,V11.2,Implementação Segura de Criptografia,V11.2.2,"Verifique se a aplicação é projetada com agilidade criptográfica (crypto agility), de tal forma que números aleatórios, criptografia autenticada, MAC ou algoritmos de hash, comprimentos de chave, rodadas (rounds), cifras e modos possam ser reconfigurados, atualizados ou trocados a qualquer momento, para proteger contra quebras criptográficas. Da mesma forma, também deve ser possível substituir chaves e senhas e criptografar novamente os dados. Isso permitirá a realização de upgrades transparentes (seamless) para a criptografia pós-quântica (PQC), assim que implementações de alta garantia (high-assurance) de esquemas ou padrões aprovados de PQC estiverem amplamente disponíveis.",,✓,✓,,
V11,Criptografia,V11.2,Implementação Segura de Criptografia,V11.2.3,"Verifique se todas as primitivas criptográficas utilizam um mínimo de 128 bits de segurança com base no algoritmo, no tamanho da chave e na configuração. Por exemplo, uma chave ECC de 256 bits fornece cerca de 128 bits de segurança, ao passo que o RSA requer uma chave de 3072 bits para alcançar 128 bits de segurança.",,✓,✓,,
V11,Criptografia,V11.2,Implementação Segura de Criptografia,V11.2.4,"Verifique se todas as operações criptográficas têm tempo constante (constant-time), sem operações de 'curto-circuito' em comparações, cálculos ou retornos, para evitar o vazamento de informações.",,,✓,,
V11,Criptografia,V11.2,Implementação Segura de Criptografia,V11.2.5,"Verifique se todos os módulos criptográficos falham com segurança (fail securely), e se os erros são tratados de maneira a não permitir o surgimento de vulnerabilidades, como ataques de Padding Oracle.",,,✓,,
V11,Criptografia,V11.3,Algoritmos de Criptografia,V11.3.1,"Verifique se os modos de bloco inseguros (por exemplo, ECB) e os esquemas de preenchimento fracos (weak padding schemes, por exemplo, PKCS#1 v1.5) não são usados.",✓,✓,✓,,
V11,Criptografia,V11.3,Algoritmos de Criptografia,V11.3.2,"Verifique se apenas as cifras e modos aprovados, como o AES com GCM, são usados.",✓,✓,✓,,
V11,Criptografia,V11.3,Algoritmos de Criptografia,V11.3.3,Verifique se os dados criptografados estão protegidos contra modificações não autorizadas preferencialmente através do uso de um método de criptografia autenticada aprovado ou da combinação de um método de criptografia aprovado com um algoritmo MAC aprovado.,,✓,✓,,
V11,Criptografia,V11.3,Algoritmos de Criptografia,V11.3.4,"Verifique se os nonces, vetores de inicialização e outros números de uso único (single-use numbers) não são usados para mais de um par de chave de criptografia e elemento de dado. O método de geração deve ser adequado ao algoritmo em uso.",,,✓,,
V11,Criptografia,V11.3,Algoritmos de Criptografia,V11.3.5,Verifique se qualquer combinação de um algoritmo de criptografia com um algoritmo MAC está operando no modo encrypt-then-MAC (criptografa-depois-MAC).,,,✓,,
V11,Criptografia,V11.4,Hashing e Funções Baseadas em Hash,V11.4.1,"Verifique se apenas funções hash aprovadas são usadas para casos de uso gerais de criptografia, incluindo assinaturas digitais, HMAC, KDF e geração aleatória de bits. Funções de hash não permitidas, como o MD5, não devem ser usadas para nenhum propósito criptográfico.",✓,✓,✓,,
V11,Criptografia,V11.4,Hashing e Funções Baseadas em Hash,V11.4.2,"Verifique se as senhas são armazenadas usando uma função de derivação de chave aprovada e de processamento intensivo (também conhecida como ""função de hash de senha""), com parâmetros configurados de acordo com a orientação atual. As configurações devem equilibrar segurança e desempenho a fim de tornar os ataques de força bruta suficientemente desafiadores para o nível exigido de segurança.",,✓,✓,,
V11,Criptografia,V11.4,Hashing e Funções Baseadas em Hash,V11.4.3,"Verifique se as funções hash usadas em assinaturas digitais, como parte da autenticação de dados ou integridade de dados, são resistentes à colisão e possuem os comprimentos de bits adequados. Se for exigida a resistência à colisão, o tamanho da saída deverá ser de, no mínimo, 256 bits. Se apenas a resistência aos ataques de segunda pré-imagem (second pre-image attacks) for exigida, o tamanho da saída deverá ser de, no mínimo, 128 bits.",,✓,✓,,
V11,Criptografia,V11.4,Hashing e Funções Baseadas em Hash,V11.4.4,Verifique se a aplicação usa funções de derivação de chave aprovadas com parâmetros de key stretching (alongamento de chave) ao derivar chaves secretas de senhas. Os parâmetros em uso devem equilibrar segurança e desempenho para evitar que ataques de força bruta comprometam a chave criptográfica resultante.,,✓,✓,,
V11,Criptografia,V11.5,Valores Aleatórios,V11.5.1,Verifique se todos os números e strings aleatórios que se destinam a não serem adivinháveis devem ser gerados usando um gerador de números pseudoaleatórios criptograficamente seguro (CSPRNG) e têm pelo menos 128 bits de entropia. Note que UUIDs não respeitam esta condição.,,✓,✓,,
V11,Criptografia,V11.5,Valores Aleatórios,V11.5.2,"Verifique se o mecanismo de geração de números aleatórios em uso foi projetado para funcionar de forma segura, mesmo sob alta demanda.",,,✓,,
V11,Criptografia,V11.6,Criptografia de Chave Pública,V11.6.1,"Verifique se apenas modos de operação e algoritmos criptográficos aprovados são usados para geração de chaves, seeding, geração e verificação de assinatura digital. Os algoritmos de geração de chaves não devem gerar chaves inseguras que sejam vulneráveis a ataques conhecidos, por exemplo, as chaves RSA que são vulneráveis à fatoração de Fermat.",,✓,✓,,
V11,Criptografia,V11.6,Criptografia de Chave Pública,V11.6.2,"Verifique se os algoritmos criptográficos aprovados são usados para a troca de chaves (como o Diffie-Hellman), com foco em garantir que os mecanismos de troca de chaves utilizem parâmetros seguros. Isso evitará ataques ao processo de estabelecimento da chave que poderiam levar a ataques adversary-in-the-middle ou a quebras criptográficas.",,,✓,,
V11,Criptografia,V11.7,Criptografia de Dados Em Uso,V11.7.1,"Verifique se o uso de criptografia completa de memória está habilitado para proteger os dados sensíveis enquanto estiverem em uso, impedindo o acesso por usuários ou processos não autorizados.",,,✓,,
V11,Criptografia,V11.7,Criptografia de Dados Em Uso,V11.7.2,"Verifique se a minimização de dados garante a exposição de apenas a menor quantidade de dados durante o processamento, e assegure que os dados sejam criptografados imediatamente após o uso ou logo que for possível.",,,✓,,
V12,Comunicação Segura,V12.1,Orientação Geral de Segurança TLS,V12.1.1,"Verifique se apenas as versões mais recentes recomendadas do protocolo TLS estão habilitadas, como TLS 1.2 e TLS 1.3. A versão mais recente do protocolo TLS deve ser a opção preferida.",✓,✓,✓,,
V12,Comunicação Segura,V12.1,Orientação Geral de Segurança TLS,V12.1.2,"Verifique se apenas as suites de criptografia recomendadas estão habilitadas, com as suites mais fortes definidas como preferidas. As aplicações L3 devem suportar exclusivamente cipher suites (suites de cifras) que forneçam forward secrecy (sigilo de encaminhamento perfeito).",,✓,✓,,
V12,Comunicação Segura,V12.1,Orientação Geral de Segurança TLS,V12.1.3,Verifique se a aplicação valida se os certificados de cliente mTLS são confiáveis antes de usar a identidade do certificado para autenticação ou autorização.,,✓,✓,,
V12,Comunicação Segura,V12.1,Orientação Geral de Segurança TLS,V12.1.4,"Verifique se a revogação adequada de certificado, como o Online Certificate Status Protocol (OCSP) Stapling, está habilitada e configurada.",,,✓,,
V12,Comunicação Segura,V12.1,Orientação Geral de Segurança TLS,V12.1.5,"Verifique se o Encrypted Client Hello (ECH) está habilitado nas configurações TLS da aplicação para evitar a exposição de metadados sensíveis, como o Server Name Indication (SNI), durante os processos de handshake TLS.",,,✓,,
V12,Comunicação Segura,V12.2,Comunicação HTTPS com Serviços Voltados Para a Internet (External Facing Services),V12.2.1,"Verifique se o TLS é usado em todas as conectividades entre um cliente e serviços HTTP voltados externamente, e não faz retrocesso (fallback) para comunicações inseguras ou não criptografadas.",✓,✓,✓,,
V12,Comunicação Segura,V12.2,Comunicação HTTPS com Serviços Voltados Para a Internet (External Facing Services),V12.2.2,Verifique se os serviços voltados externamente utilizam certificados TLS que são publicamente confiáveis.,✓,✓,✓,,
V12,Comunicação Segura,V12.3,Segurança da Comunicação Geral Serviço-a-Serviço,V12.3.1,"Verifique se um protocolo criptografado como o TLS é usado para todas as conexões de entrada e de saída da aplicação, incluindo os sistemas de monitoramento, ferramentas de gerenciamento, acesso remoto e SSH, middleware, bancos de dados, mainframes, sistemas de parceiros ou APIs externas. O servidor não deve retornar a protocolos inseguros ou não criptografados.",,✓,✓,,
V12,Comunicação Segura,V12.3,Segurança da Comunicação Geral Serviço-a-Serviço,V12.3.2,Verifique se os clientes TLS validam os certificados recebidos antes de se comunicarem com um servidor TLS.,,✓,✓,,
V12,Comunicação Segura,V12.3,Segurança da Comunicação Geral Serviço-a-Serviço,V12.3.3,"Verifique se o TLS ou outro mecanismo adequado de criptografia de transporte é utilizado em todas as conectividades entre os serviços internos baseados em HTTP na aplicação, e não faz retrocesso (fallback) para comunicações inseguras ou não criptografadas.",,✓,✓,,
V12,Comunicação Segura,V12.3,Segurança da Comunicação Geral Serviço-a-Serviço,V12.3.4,"Verifique se as conexões TLS entre os serviços internos utilizam certificados confiáveis. Onde certificados autoassinados (self-signed) ou gerados internamente forem utilizados, o serviço consumidor deve ser configurado para confiar apenas em CAs internas específicas e em certificados autoassinados específicos.",,✓,✓,,
V12,Comunicação Segura,V12.3,Segurança da Comunicação Geral Serviço-a-Serviço,V12.3.5,"Verifique se os serviços que se comunicam internamente em um sistema (comunicações intra-serviço) usam autenticação forte para garantir a verificação de cada endpoint. Métodos de autenticação fortes, como a autenticação de cliente TLS, devem ser empregados para assegurar a identidade, usando infraestrutura de chave pública e mecanismos que são resistentes a ataques de repetição (replay attacks). Para as arquiteturas de microserviços, considere o uso de uma malha de serviços (service mesh) para simplificar o gerenciamento de certificados e aprimorar a segurança.",,,✓,,
V13,Configuração,V13.1,Documentação da Configuração,V13.1.1,Verifique se todas as necessidades de comunicação para a aplicação estão documentadas. Isso deve incluir os serviços externos dos quais a aplicação depende e os casos onde um usuário final poderia ser capaz de fornecer um local (endereço) externo ao qual a aplicação irá se conectar.,,✓,✓,,
V13,Configuração,V13.1,Documentação da Configuração,V13.1.2,"Verifique se, para cada serviço que a aplicação utiliza, a documentação define o número máximo de conexões concorrentes (ex., limites do pool de conexões) e como a aplicação se comporta quando o limite for atingido, incluindo qualquer mecanismo de contingência ou de recuperação, para evitar as condições de negação de serviço.",,,✓,,
V13,Configuração,V13.1,Documentação da Configuração,V13.1.3,"Verifique se a documentação da aplicação define estratégias de gestão de recursos para todos os sistemas externos ou serviços que utilizar (ex., banco de dados, manipuladores de arquivos (file handles), threads, conexões HTTP). Isso deve incluir os procedimentos de liberação de recursos, configurações do timeout, as formas de tratamento das falhas, e, onde existir lógica de repetição implementada, especificar os limites de repetição, atrasos (delays) e os algoritmos back-off. Para operações de request–response síncronas usando HTTP isso deve obrigar o uso de pequenos timeouts (limites de tempo) e proibir as repetições (retries), ou impô-las usando fortes limitações para prevenir as cascatas de atrasos e a exaustão de recursos.",,,✓,,
V13,Configuração,V13.1,Documentação da Configuração,V13.1.4,"Verifique se a documentação da aplicação define quais segredos são críticos para a segurança da aplicação e estabelece um cronograma de rotação para eles, baseado no modelo de ameaças da organização e nos requisitos de negócio.",,,✓,,
V13,Configuração,V13.2,Configuração da Comunicação Backend,V13.2.1,"Verifique se as comunicações entre os componentes de backend da aplicação, os quais não suportam mecanismos padrões relativos as sessões com usuários, estão autenticadas. Isto engloba as APIs, camadas de dados e middlewares. A autenticação necessita operar com o uso de contas individuais dos serviços, tokens temporários, e métodos de autenticações baseadas com o emprego de certificados ao invés do emprego inalterável (estático) nas credenciais usadas como, por exemplo: senhas, chaves das APIs, compartilhamento das contas e privilégios que foram outorgados de acessos contínuos.",,✓,✓,,
V13,Configuração,V13.2,Configuração da Comunicação Backend,V13.2.2,"Verifique se a comunicação entre componentes das aplicações que rodam como aplicações tipo de servidor final (backend) entre os que figuram a execução de camadas relativas a operação de sistema em si do computador (SO - serviços do operating system local), APIs, middlewares e níveis referentes à dados e transações, ocorrem adotando as configurações das contas empregando a norma da utilização do princípio do menor privilégio, correspondente ao necessário para operar normalmente.",,✓,✓,,
